field_key,src_table,label,abbreviation,dict_category,dict_unit,param_type,specimen,n_rows,n_keys,n_numeric,n_with_uom,unit_observed,p01,p50,p99,unit_recovery_rate,numeric_rate,dtype_inferred,coverage,missing_rate,obs_per_key
albumin 5% (ml/hr),eicu.infusionDrug,albumin 5% (ml/hr),,,,,,3,1,3,0,,250.0,250.0,250.0,0.0,1.0,numeric,0.0,1.0,3.0
NSS TPA flush (ml/hr),eicu.infusionDrug,NSS TPA flush (ml/hr),,,,,,3,1,3,0,,49.4,49.4,49.4,0.0,1.0,numeric,0.0,1.0,3.0
Volume (mL)-sodium chloride 0.9 % bolus 200 mL (ml/hr),eicu.infusionDrug,Volume (mL)-sodium chloride 0.9 % bolus 200 mL (ml/hr),,,,,,3,3,3,0,,200.0,200.0,200.0,0.0,1.0,numeric,0.0,1.0,1.0
D5.45 NS,eicu.infusionDrug,D5.45 NS,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
abt (ml/hr),eicu.infusionDrug,abt (ml/hr),,,,,,3,1,3,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,3.0
NS W/ 20 K+ (ml/hr),eicu.infusionDrug,NS W/ 20 K+ (ml/hr),,,,,,3,1,3,0,,0.0,120.0,120.0,0.0,1.0,numeric,0.0,1.0,3.0
D10 NS,eicu.infusionDrug,D10 NS,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
D5W 1 amp Bicarb,eicu.infusionDrug,D5W 1 amp Bicarb,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
HCO-3 (ml/hr),eicu.infusionDrug,HCO-3 (ml/hr),,,,,,3,1,3,0,,0.0,200.0,200.0,0.0,1.0,numeric,0.0,1.0,3.0
PCA Dilaudid (),eicu.infusionDrug,PCA Dilaudid (),,,,,,3,1,3,0,,0.0,0.0,0.0,0.0,1.0,numeric,0.0,1.0,3.0
Sterile Water w/150Meq NaBicarb. (ml/hr),eicu.infusionDrug,Sterile Water w/150Meq NaBicarb. (ml/hr),,,,,,3,1,3,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,3.0
bicarb 150 meq (ml/hr),eicu.infusionDrug,bicarb 150 meq (ml/hr),,,,,,3,1,3,0,,0.0,0.0,42.0,0.0,1.0,numeric,0.0,1.0,3.0
NaCHO3 (ml/hr),eicu.infusionDrug,NaCHO3 (ml/hr),,,,,,3,1,3,0,,0.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,3.0
Dilaudid/PCA (ml/hr),eicu.infusionDrug,Dilaudid/PCA (ml/hr),,,,,,3,1,3,0,,0.0,0.75,0.75,0.0,1.0,numeric,0.0,1.0,3.0
NS (w/blood) (ml/hr),eicu.infusionDrug,NS (w/blood) (ml/hr),,,,,,3,1,3,0,,0.0,0.0,25.0,0.0,1.0,numeric,0.0,1.0,3.0
Abx/ AntiMicrobials (ml/hr),eicu.infusionDrug,Abx/ AntiMicrobials (ml/hr),,,,,,3,1,3,0,,0.0,0.0,200.0,0.0,1.0,numeric,0.0,1.0,3.0
Epidural fent/bup (ml/hr),eicu.infusionDrug,Epidural fent/bup (ml/hr),,,,,,3,1,3,0,,0.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,3.0
Bicarb (3-amps ) (ml/hr),eicu.infusionDrug,Bicarb (3-amps ) (ml/hr),,,,,,3,1,3,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,3.0
angiomax (ml/hr),eicu.infusionDrug,angiomax (ml/hr),,,,,,3,1,3,0,,0.0,0.0,24.5,0.0,1.0,numeric,0.0,1.0,3.0
iron (ml/hr),eicu.infusionDrug,iron (ml/hr),,,,,,3,1,3,0,,0.0,40.0,40.0,0.0,1.0,numeric,0.0,1.0,3.0
D5 Barcrbonate (150 meq) (ml/hr),eicu.infusionDrug,D5 Barcrbonate (150 meq) (ml/hr),,,,,,3,1,3,0,,0.0,0.0,125.0,0.0,1.0,numeric,0.0,1.0,3.0
Epidural ropivacaine (ml/hr),eicu.infusionDrug,Epidural ropivacaine (ml/hr),,,,,,3,1,3,0,,14.0,14.0,14.0,0.0,1.0,numeric,0.0,1.0,3.0
epidural,eicu.infusionDrug,epidural,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
Vecuronium,eicu.infusionDrug,Vecuronium,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
Cisplatinum (ml/hr),eicu.infusionDrug,Cisplatinum (ml/hr),,,,,,3,1,3,0,,230.0,230.0,230.0,0.0,1.0,numeric,0.0,1.0,3.0
NSS w bicarb,eicu.infusionDrug,NSS w bicarb,,,,,,3,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,3.0
hypertonic NS 3% (ml/hr),eicu.infusionDrug,hypertonic NS 3% (ml/hr),,,,,,2,1,2,0,,7.83,13.915,20.0,0.0,1.0,numeric,0.0,1.0,2.0
albumin5% (ml/hr),eicu.infusionDrug,albumin5% (ml/hr),,,,,,2,1,2,0,,100.0,549.5,999.0,0.0,1.0,numeric,0.0,1.0,2.0
manitol (ml/hr),eicu.infusionDrug,manitol (ml/hr),,,,,,2,1,2,0,,0.0,62.5,125.0,0.0,1.0,numeric,0.0,1.0,2.0
Iv + MVI (ml/hr),eicu.infusionDrug,Iv + MVI (ml/hr),,,,,,2,1,2,0,,0.0,21.0,42.0,0.0,1.0,numeric,0.0,1.0,2.0
10% DEXT/NS (ml/hr),eicu.infusionDrug,10% DEXT/NS (ml/hr),,,,,,2,1,2,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,2.0
PCN (ml/hr),eicu.infusionDrug,PCN (ml/hr),,,,,,2,1,2,0,,20.8,20.8,20.8,0.0,1.0,numeric,0.0,1.0,2.0
Eptifibatide (mg/hr),eicu.infusionDrug,Eptifibatide (mg/hr),,,,,,2,1,2,0,,15.0,15.0,15.0,0.0,1.0,numeric,0.0,1.0,2.0
10% DEXT (ml/hr),eicu.infusionDrug,10% DEXT (ml/hr),,,,,,2,1,2,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
blood  (ml/hr),eicu.infusionDrug,blood  (ml/hr),,,,,,2,1,2,0,,0.0,62.5,125.0,0.0,1.0,numeric,0.0,1.0,2.0
ALBUMIN 25% (ml/hr),eicu.infusionDrug,ALBUMIN 25% (ml/hr),,,,,,2,1,2,0,,0.0,50.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
IVF without Vasoactives (ml/hr),eicu.infusionDrug,IVF without Vasoactives (ml/hr),,,,,,2,1,2,0,,0.0,41.5,83.0,0.0,1.0,numeric,0.0,1.0,2.0
5D/.45 (ml/hr),eicu.infusionDrug,5D/.45 (ml/hr),,,,,,2,1,2,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
PRBCs #2 (ml/hr),eicu.infusionDrug,PRBCs #2 (ml/hr),,,,,,2,1,2,0,,0.0,250.0,500.0,0.0,1.0,numeric,0.0,1.0,2.0
Oxycotin (ml/hr),eicu.infusionDrug,Oxycotin (ml/hr),,,,,,2,1,2,0,,0.0,21.5,43.0,0.0,1.0,numeric,0.0,1.0,2.0
ABx (ml/hr),eicu.infusionDrug,ABx (ml/hr),,,,,,2,2,2,0,,25.0,62.5,100.0,0.0,1.0,numeric,0.0,1.0,1.0
bivalirudin (mcg/kg/hr),eicu.infusionDrug,bivalirudin (mcg/kg/hr),,,,,,2,1,2,0,,0.0,0.875,1.75,0.0,1.0,numeric,0.0,1.0,2.0
Vasopressin 20 Units Sodium Chloride 0.9% 250 ml (units/hr),eicu.infusionDrug,Vasopressin 20 Units Sodium Chloride 0.9% 250 ml (units/hr),,,,,,2,1,2,0,,0.2,0.25,0.3,0.0,1.0,numeric,0.0,1.0,2.0
calcium chloride (ml/hr),eicu.infusionDrug,calcium chloride (ml/hr),,,,,,2,1,2,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,2.0
Insulin Scale B,eicu.infusionDrug,Insulin Scale B,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
MVI 10ml+Thiamine 100mg+Folic Acid 1mg,eicu.infusionDrug,MVI 10ml+Thiamine 100mg+Folic Acid 1mg,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
NSS ,eicu.infusionDrug,NSS ,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
D51/2 NS with 20 meq KCL,eicu.infusionDrug,D51/2 NS with 20 meq KCL,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
Ketamine (mg/kg/min),eicu.infusionDrug,Ketamine (mg/kg/min),,,,,,2,1,2,0,,0.02,0.02,0.02,0.0,1.0,numeric,0.0,1.0,2.0
Potassium Chloride 20Meq/100Ml 100 ml (ml/hr),eicu.infusionDrug,Potassium Chloride 20Meq/100Ml 100 ml (ml/hr),,,,,,2,2,2,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,1.0
Propofol (mg/min),eicu.infusionDrug,Propofol (mg/min),,,,,,2,1,2,0,,0.0,2.5,5.0,0.0,1.0,numeric,0.0,1.0,2.0
Insulin (mcg/min),eicu.infusionDrug,Insulin (mcg/min),,,,,,2,2,2,0,,0.0,8.0,16.0,0.0,1.0,numeric,0.0,1.0,1.0
NS/30KCL (ml/hr),eicu.infusionDrug,NS/30KCL (ml/hr),,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
Vancomycin Inj 500 mg in Dextrose 5% 100 ml (ml/hr),eicu.infusionDrug,Vancomycin Inj 500 mg in Dextrose 5% 100 ml (ml/hr),,,,,,2,1,2,0,,66.667,66.667,66.667,0.0,1.0,numeric,0.0,1.0,2.0
tpa,eicu.infusionDrug,tpa,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
D51/2NS with 20K (ml/hr),eicu.infusionDrug,D51/2NS with 20K (ml/hr),,,,,,2,1,2,0,,200.0,200.0,200.0,0.0,1.0,numeric,0.0,1.0,2.0
NSS + Abx (ml/hr),eicu.infusionDrug,NSS + Abx (ml/hr),,,,,,2,1,2,0,,10.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,2.0
D5NS w/ 20KCL (ml/hr),eicu.infusionDrug,D5NS w/ 20KCL (ml/hr),,,,,,2,1,2,0,,80.0,80.0,80.0,0.0,1.0,numeric,0.0,1.0,2.0
KCL 20 meq in NS,eicu.infusionDrug,KCL 20 meq in NS,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
Vancomycin 1500mg/250ml (ml/hr),eicu.infusionDrug,Vancomycin 1500mg/250ml (ml/hr),,,,,,2,1,2,0,,0.0,0.0,0.0,0.0,1.0,numeric,0.0,1.0,2.0
"Volume (mL)-sodium chloride 0.9 % bolus 2,000 mL",eicu.infusionDrug,"Volume (mL)-sodium chloride 0.9 % bolus 2,000 mL",,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
NS bolus,eicu.infusionDrug,NS bolus,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
keppra (ml/hr),eicu.infusionDrug,keppra (ml/hr),,,,,,2,2,2,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,1.0
D5W W/40K,eicu.infusionDrug,D5W W/40K,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
d5 1/2 + 20 KCl,eicu.infusionDrug,d5 1/2 + 20 KCl,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
mannitol (ml/hr),eicu.infusionDrug,mannitol (ml/hr),,,,,,2,1,2,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,2.0
LR with 10 K (ml/hr),eicu.infusionDrug,LR with 10 K (ml/hr),,,,,,2,1,2,0,,70.0,70.0,70.0,0.0,1.0,numeric,0.0,1.0,2.0
Procainamide (mcg/kg/min),eicu.infusionDrug,Procainamide (mcg/kg/min),,,,,,2,2,2,0,,5.0,17.5,30.0,0.0,1.0,numeric,0.0,1.0,1.0
D5+Bicarb (ml/hr),eicu.infusionDrug,D5+Bicarb (ml/hr),,,,,,2,1,2,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,2.0
09% NS,eicu.infusionDrug,09% NS,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
vf (ml/hr),eicu.infusionDrug,vf (ml/hr),,,,,,2,1,2,0,,0.0,50.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
morphine pca (ml/hr),eicu.infusionDrug,morphine pca (ml/hr),,,,,,2,1,2,0,,0.0,0.0,0.0,0.0,1.0,numeric,0.0,1.0,2.0
Fent/Bup Epidural (ml/hr),eicu.infusionDrug,Fent/Bup Epidural (ml/hr),,,,,,2,1,2,0,,5.0,5.0,5.0,0.0,1.0,numeric,0.0,1.0,2.0
Ventricular Assist Device|LVAD|Mode,eicu.nurseCharting,Ventricular Assist Device|LVAD|Mode,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
RPR titer,eicu.lab,RPR titer,,,,,,2,2,2,0,,1.0,1.5,2.0,0.0,1.0,numeric,0.0,1.0,1.0
BUMEX/ALBUMIN (ml/hr),eicu.infusionDrug,BUMEX/ALBUMIN (ml/hr),,,,,,2,1,2,0,,0.0,7.25,14.5,0.0,1.0,numeric,0.0,1.0,2.0
Bic (ml/hr),eicu.infusionDrug,Bic (ml/hr),,,,,,2,1,2,0,,0.0,50.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
kcl (ml/hr),eicu.infusionDrug,kcl (ml/hr),,,,,,2,1,2,0,,125.0,125.0,125.0,0.0,1.0,numeric,0.0,1.0,2.0
MUCOMYST (ml/hr),eicu.infusionDrug,MUCOMYST (ml/hr),,,,,,2,1,2,0,,64.1,96.05,128.0,0.0,1.0,numeric,0.0,1.0,2.0
mvi (ml/hr),eicu.infusionDrug,mvi (ml/hr),,,,,,2,1,2,0,,0.0,37.5,75.0,0.0,1.0,numeric,0.0,1.0,2.0
PIV (ml/hr),eicu.infusionDrug,PIV (ml/hr),,,,,,2,1,2,0,,0.0,2.5,5.0,0.0,1.0,numeric,0.0,1.0,2.0
D51/2NSS 20MEQKCL (ml/hr),eicu.infusionDrug,D51/2NSS 20MEQKCL (ml/hr),,,,,,2,1,2,0,,0.0,40.0,80.0,0.0,1.0,numeric,0.0,1.0,2.0
0.45 NSS w/ bicarb,eicu.infusionDrug,0.45 NSS w/ bicarb,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
ATRACURIUM (mcg/kg/min),eicu.infusionDrug,ATRACURIUM (mcg/kg/min),,,,,,2,2,2,0,,0.0,2.0,4.0,0.0,1.0,numeric,0.0,1.0,1.0
IV BOLUS (ml/hr),eicu.infusionDrug,IV BOLUS (ml/hr),,,,,,2,1,2,0,,0.0,499.5,999.0,0.0,1.0,numeric,0.0,1.0,2.0
bicarb 1.5amps (ml/hr),eicu.infusionDrug,bicarb 1.5amps (ml/hr),,,,,,2,1,2,0,,70.0,85.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
Bicarb IV (ml/hr),eicu.infusionDrug,Bicarb IV (ml/hr),,,,,,2,1,2,0,,0.0,100.0,200.0,0.0,1.0,numeric,0.0,1.0,2.0
AMINOPHYLLIN (mg/kg/hr),eicu.infusionDrug,AMINOPHYLLIN (mg/kg/hr),,,,,,2,1,2,0,,0.18,0.18,0.18,0.0,1.0,numeric,0.0,1.0,2.0
fentanyl PCA (mcg/hr),eicu.infusionDrug,fentanyl PCA (mcg/hr),,,,,,2,1,2,0,,10.0,105.0,200.0,0.0,1.0,numeric,0.0,1.0,2.0
"MVI, thiamine, folic (ml/hr)",eicu.infusionDrug,"MVI, thiamine, folic (ml/hr)",,,,,,2,1,2,0,,0.0,21.0,42.0,0.0,1.0,numeric,0.0,1.0,2.0
AODA IV mL/hr (ml/hr),eicu.infusionDrug,AODA IV mL/hr (ml/hr),,,,,,2,2,2,0,,100.0,150.0,200.0,0.0,1.0,numeric,0.0,1.0,1.0
DOPamine STD 15 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),eicu.infusionDrug,DOPamine STD 15 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),,,,,,2,1,2,0,,8.0,11.5,15.0,0.0,1.0,numeric,0.0,1.0,2.0
Abciximab (Reopro) 7.2 mg Sodium Chloride 0.9% 250 ml (mcg/kg/min),eicu.infusionDrug,Abciximab (Reopro) 7.2 mg Sodium Chloride 0.9% 250 ml (mcg/kg/min),,,,,,2,2,2,0,,0.125,0.125,0.125,0.0,1.0,numeric,0.0,1.0,1.0
D5w,eicu.infusionDrug,D5w,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
0.9% NaCl,eicu.infusionDrug,0.9% NaCl,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
Potassium Chloride 20 Meq/50Ml 50 ml (ml/hr),eicu.infusionDrug,Potassium Chloride 20 Meq/50Ml 50 ml (ml/hr),,,,,,2,1,2,0,,25.0,25.0,25.0,0.0,1.0,numeric,0.0,1.0,2.0
"Ns + KCl 20 Meq 1,000 ml (ml/hr)",eicu.infusionDrug,"Ns + KCl 20 Meq 1,000 ml (ml/hr)",,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
D5.45/20KCL (ml/hr),eicu.infusionDrug,D5.45/20KCL (ml/hr),,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
cardene,eicu.infusionDrug,cardene,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
IVPB's (ml/hr),eicu.infusionDrug,IVPB's (ml/hr),,,,,,2,1,2,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
Lactated Ringers x1L (ml/hr),eicu.infusionDrug,Lactated Ringers x1L (ml/hr),,,,,,2,1,2,0,,0.0,500.0,1000.0,0.0,1.0,numeric,0.0,1.0,2.0
D5W w/ABX,eicu.infusionDrug,D5W w/ABX,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
albumen (ml/hr),eicu.infusionDrug,albumen (ml/hr),,,,,,2,1,2,0,,500.0,500.0,500.0,0.0,1.0,numeric,0.0,1.0,2.0
Dilaudid,eicu.infusionDrug,Dilaudid,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
vancomycin (ml/hr),eicu.infusionDrug,vancomycin (ml/hr),,,,,,2,1,2,0,,166.6,166.6,166.6,0.0,1.0,numeric,0.0,1.0,2.0
SODIUM BICARBONATE / 0.45%NS,eicu.infusionDrug,SODIUM BICARBONATE / 0.45%NS,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
D5 1/2NS,eicu.infusionDrug,D5 1/2NS,,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
levoquin 750 (ml/hr),eicu.infusionDrug,levoquin 750 (ml/hr),,,,,,2,1,2,0,,50.0,75.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
SODIUM CHLORIDE (ml/hr),eicu.infusionDrug,SODIUM CHLORIDE (ml/hr),,,,,,2,1,2,0,,70.0,70.0,70.0,0.0,1.0,numeric,0.0,1.0,2.0
20 K+ IN d5w,eicu.infusionDrug,20 K+ IN d5w,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
IVF NSS,eicu.infusionDrug,IVF NSS,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
narcan,eicu.infusionDrug,narcan,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
cleocin (ml/hr),eicu.infusionDrug,cleocin (ml/hr),,,,,,2,1,2,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,2.0
D5 0.45% NS,eicu.infusionDrug,D5 0.45% NS,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
Bicarb,eicu.infusionDrug,Bicarb,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
LR Bolus (ml/hr),eicu.infusionDrug,LR Bolus (ml/hr),,,,,,2,2,2,0,,250.0,375.0,500.0,0.0,1.0,numeric,0.0,1.0,1.0
KPhos (ml/hr),eicu.infusionDrug,KPhos (ml/hr),,,,,,2,1,2,0,,35.0,60.0,85.0,0.0,1.0,numeric,0.0,1.0,2.0
glucagon (ml/hr),eicu.infusionDrug,glucagon (ml/hr),,,,,,2,1,2,0,,5.0,5.0,5.0,0.0,1.0,numeric,0.0,1.0,2.0
D5/0.45 20 KCL (ml/hr),eicu.infusionDrug,D5/0.45 20 KCL (ml/hr),,,,,,2,1,2,0,,0.0,62.5,125.0,0.0,1.0,numeric,0.0,1.0,2.0
D5 c 150 MEQ NaHCO3 (ml/hr),eicu.infusionDrug,D5 c 150 MEQ NaHCO3 (ml/hr),,,,,,2,1,2,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,2.0
LR Bolus,eicu.infusionDrug,LR Bolus,,,,,,2,1,0,0,,,,,0.0,0.0,categorical,0.0,1.0,2.0
prbcs (ml/hr),eicu.infusionDrug,prbcs (ml/hr),,,,,,2,1,2,0,,60.0,155.0,250.0,0.0,1.0,numeric,0.0,1.0,2.0
MAG DRIP (ml/hr),eicu.infusionDrug,MAG DRIP (ml/hr),,,,,,2,1,2,0,,50.0,50.0,50.0,0.0,1.0,numeric,0.0,1.0,2.0
IVF + KCL (ml/hr),eicu.infusionDrug,IVF + KCL (ml/hr),,,,,,2,1,2,0,,83.0,83.0,83.0,0.0,1.0,numeric,0.0,1.0,2.0
mucumyst (ml/hr),eicu.infusionDrug,mucumyst (ml/hr),,,,,,2,1,2,0,,59.3,59.4,59.5,0.0,1.0,numeric,0.0,1.0,2.0
3%Na Cl (ml/hr),eicu.infusionDrug,3%Na Cl (ml/hr),,,,,,2,1,2,0,,0.0,15.0,30.0,0.0,1.0,numeric,0.0,1.0,2.0
K  ACETATE RIDER (ml/hr),eicu.infusionDrug,K  ACETATE RIDER (ml/hr),,,,,,2,1,2,0,,0.0,31.25,62.5,0.0,1.0,numeric,0.0,1.0,2.0
MS (mg/hr),eicu.infusionDrug,MS (mg/hr),,,,,,2,1,2,0,,0.0,0.5,1.0,0.0,1.0,numeric,0.0,1.0,2.0
BLD PRD (ml/hr),eicu.infusionDrug,BLD PRD (ml/hr),,,,,,2,1,2,0,,0.0,120.0,240.0,0.0,1.0,numeric,0.0,1.0,2.0
1/2NSS w/ 40 KCL (ml/hr),eicu.infusionDrug,1/2NSS w/ 40 KCL (ml/hr),,,,,,2,1,2,0,,100.0,100.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
IVFluid (ml/hr),eicu.infusionDrug,IVFluid (ml/hr),,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
Methylprednisone (ml/hr),eicu.infusionDrug,Methylprednisone (ml/hr),,,,,,2,1,2,0,,62.5,72.9,83.3,0.0,1.0,numeric,0.0,1.0,2.0
epidural  (ml/hr),eicu.infusionDrug,epidural  (ml/hr),,,,,,2,1,2,0,,10.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,2.0
bivalirudin (mg/kg/hr),eicu.infusionDrug,bivalirudin (mg/kg/hr),,,,,,2,1,2,0,,0.0,0.38,0.76,0.0,1.0,numeric,0.0,1.0,2.0
d5.45 with bicarb (ml/hr),eicu.infusionDrug,d5.45 with bicarb (ml/hr),,,,,,2,1,2,0,,0.0,125.0,250.0,0.0,1.0,numeric,0.0,1.0,2.0
Aminiophylline (mg/hr),eicu.infusionDrug,Aminiophylline (mg/hr),,,,,,2,1,2,0,,20.0,20.0,20.0,0.0,1.0,numeric,0.0,1.0,2.0
HYDROMORPHONE (ml/hr),eicu.infusionDrug,HYDROMORPHONE (ml/hr),,,,,,2,1,2,0,,10.0,10.0,10.0,0.0,1.0,numeric,0.0,1.0,2.0
Amphotericin B  (ml/hr),eicu.infusionDrug,Amphotericin B  (ml/hr),,,,,,2,1,2,0,,0.0,43.75,87.5,0.0,1.0,numeric,0.0,1.0,2.0
PRBC (Blood) (ml/hr),eicu.infusionDrug,PRBC (Blood) (ml/hr),,,,,,2,1,2,0,,0.0,50.0,100.0,0.0,1.0,numeric,0.0,1.0,2.0
HYDROMORPHONE (mcg/hr),eicu.infusionDrug,HYDROMORPHONE (mcg/hr),,,,,,2,1,2,0,,200.0,200.0,200.0,0.0,1.0,numeric,0.0,1.0,2.0
RBCS (ml/hr),eicu.infusionDrug,RBCS (ml/hr),,,,,,2,1,2,0,,0.0,187.5,375.0,0.0,1.0,numeric,0.0,1.0,2.0
Epidural Fent/Bupiv (ml/hr),eicu.infusionDrug,Epidural Fent/Bupiv (ml/hr),,,,,,2,1,2,0,,4.0,4.0,4.0,0.0,1.0,numeric,0.0,1.0,2.0
IVF Banana bag (ml/hr),eicu.infusionDrug,IVF Banana bag (ml/hr),,,,,,2,1,2,0,,0.0,75.0,150.0,0.0,1.0,numeric,0.0,1.0,2.0
Dopamine (mg/hr),eicu.infusionDrug,Dopamine (mg/hr),,,,,,2,1,2,0,,1.0,13.73,26.46,0.0,1.0,numeric,0.0,1.0,2.0
Magnesium Sulfate STD 2 g Sterile Water (SWFI) 100 ml  Premix (Unknown),eicu.infusionDrug,Magnesium Sulfate STD 2 g Sterile Water (SWFI) 100 ml  Premix (Unknown),,,,,,2,2,0,0,,,,,0.0,0.0,categorical,0.0,1.0,1.0
DOPamine STD 400 mg Dextrose 5% 500 ml  Premix (mcg/kg/min),eicu.infusionDrug,DOPamine STD 400 mg Dextrose 5% 500 ml  Premix (mcg/kg/min),,,,,,2,1,2,0,,0.6302,1.5651,2.5,0.0,1.0,numeric,0.0,1.0,2.0
D5W w/ 150mEq sodium bicarbonate  (ml/hr),eicu.infusionDrug,D5W w/ 150mEq sodium bicarbonate  (ml/hr),,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
Albumin 25% (ml/hr),eicu.infusionDrug,Albumin 25% (ml/hr),,,,,,2,2,2,0,,60.0,130.0,200.0,0.0,1.0,numeric,0.0,1.0,1.0
D5 c 40 K+ (ml/hr),eicu.infusionDrug,D5 c 40 K+ (ml/hr),,,,,,2,1,2,0,,75.0,75.0,75.0,0.0,1.0,numeric,0.0,1.0,2.0
Sodium Bicarb 150meg /1Liter D5W (ml/hr),eicu.infusionDrug,Sodium Bicarb 150meg /1Liter D5W (ml/hr),,,,,,2,1,2,0,,150.0,150.0,150.0,0.0,1.0,numeric,0.0,1.0,2.0
Thiamine Inj 100 mg in Dextrose 5% 50 ml (ml/hr),eicu.infusionDrug,Thiamine Inj 100 mg in Dextrose 5% 50 ml (ml/hr),,,,,,2,1,2,0,,0.0,25.0,50.0,0.0,1.0,numeric,0.0,1.0,2.0
Vancomycin 1 gm/Dextrose 200 ml (ml/hr),eicu.infusionDrug,Vancomycin 1 gm/Dextrose 200 ml (ml/hr),,,,,,2,1,2,0,,133.333,133.333,133.333,0.0,1.0,numeric,0.0,1.0,2.0
"Dextrose 10% 1,000 ml (ml/hr)",eicu.infusionDrug,"Dextrose 10% 1,000 ml (ml/hr)",,,,,,2,1,2,0,,0.0,0.0,0.0,0.0,1.0,numeric,0.0,1.0,2.0
