base_concept,group,db,field_key,method,src_table,unit_observed,p01,p50,p99,n_rows,evidence,src_file
plateau_pressure,respiratory_bloodgas,mimic-iv,224696,measured,mimiciv.icu.chartevents,cmH2O,10.5376,19.9997,36.1665,139946,adjudicated:both_agree,mimiciv_03
base_excess,respiratory_bloodgas,mimic-iv,224828,unspecified,mimiciv.icu.chartevents,mEq/L,-14.9769,0.0,13.7048,208485,adjudicated:both_agree,mimiciv_03
mbp,vital,mimic-iv,225312,invasive,mimiciv.icu.chartevents,mmHg,43.8092,75.2319,127.5647,187170,adjudicated:both_agree,mimiciv_03
calcium,lab,mimic-iv,225625,unspecified,mimiciv.icu.chartevents,mg/dL,6.5139,8.4,10.7232,241516,adjudicated:both_agree,mimiciv_03
lactate,lab,mimic-iv,225668,unspecified,mimiciv.icu.chartevents,mmol/L,0.5991,1.7982,13.4216,148611,adjudicated:both_agree,mimiciv_03
bicarbonate,lab,mimic-iv,225698,unspecified,mimiciv.icu.chartevents,mEq/L,12.3827,25.0,42.5308,208469,adjudicated:adjudicated,mimiciv_03
platelets,lab,mimic-iv,227457,unspecified,mimiciv.icu.chartevents,K/uL,20.2042,175.5152,641.1702,242027,adjudicated:both_agree,mimiciv_03
pt,lab,mimic-iv,227465,unspecified,mimiciv.icu.chartevents,sec,10.3664,14.1412,51.5843,164388,adjudicated:both_agree,mimiciv_03
ptt,lab,mimic-iv,227466,unspecified,mimiciv.icu.chartevents,sec,21.6905,33.4745,150.0,179519,adjudicated:both_agree,mimiciv_03
inr,lab,mimic-iv,227467,unspecified,mimiciv.icu.chartevents,,0.9421,1.3,4.9217,164406,adjudicated:both_agree,mimiciv_03
ventilator_mode_hamilton,respiratory_bloodgas,mimic-iv,229314,set,mimiciv.icu.chartevents,,4.4034,9.0,13.6107,178477,adjudicated:both_agree,mimiciv_03
so2,respiratory_bloodgas,mimic-iv,220227,invasive,mimiciv.icu.chartevents,%,81.2025,96.6986,99.0,57685,adjudicated:both_agree,mimiciv_04
ast,lab,mimic-iv,220587,unspecified,mimiciv.icu.chartevents,IU/L,10.3537,56.9098,6553.7249,72198,adjudicated:both_agree,mimiciv_04
alt,lab,mimic-iv,220644,unspecified,mimiciv.icu.chartevents,IU/L,5.0,41.8641,4321.0441,72243,adjudicated:both_agree,mimiciv_04
svo2,respiratory_bloodgas,mimic-iv,223772,invasive,mimiciv.icu.chartevents,%,39.8934,65.4324,89.9417,109619,adjudicated:both_agree,mimiciv_04
co,vital,mimic-iv,224842,invasive,mimiciv.icu.chartevents,L/min,2.3643,4.9135,10.7522,93674,adjudicated:both_agree,mimiciv_04
alkaline_phosphatase,lab,mimic-iv,225612,unspecified,mimiciv.icu.chartevents,IU/L,29.985,94.1422,741.4914,70606,adjudicated:both_agree,mimiciv_04
bilirubin,unassigned,mimic-iv,225690,unspecified,mimiciv.icu.chartevents,mg/dL,0.1995,0.8968,33.5569,71904,adjudicated:both_agree,mimiciv_04
admission_weight,demographic,mimic-iv,226531,unspecified,mimiciv.icu.chartevents,,90.2179,174.8807,356.5397,61018,adjudicated:both_agree,mimiciv_04
potassium,lab,mimic-iv,227464,bedside,mimiciv.icu.chartevents,mEq/L,2.8099,4.1,6.5272,87037,adjudicated:both_agree,mimiciv_04
etco2,vital,mimic-iv,228640,measured,mimiciv.icu.chartevents,,18.6767,35.3548,60.1463,72885,adjudicated:both_agree,mimiciv_04
ph,respiratory_bloodgas,mimic-iv,220274,measured,mimiciv.icu.chartevents,units,7.0942,7.37,7.5324,35762,adjudicated:both_agree,mimiciv_05
ld_ldh,lab,mimic-iv,220632,measured,mimiciv.icu.chartevents,IU/L,122.0878,342.6343,7855.3318,40331,adjudicated:both_agree,mimiciv_05
bicarbonate,lab,mimic-iv,223679,unspecified,mimiciv.icu.chartevents,mEq/L,10.0737,25.6534,48.0383,28032,adjudicated:adjudicated,mimiciv_05
ck_cpk,lab,mimic-iv,225634,measured,mimiciv.icu.chartevents,IU/L,15.785,287.8886,62725.3431,28280,adjudicated:both_agree,mimiciv_05
basophils,lab,mimic-iv,225639,measured,mimiciv.icu.chartevents,%,0.0,0.2,1.5529,31830,adjudicated:both_agree,mimiciv_05
eosinophils,lab,mimic-iv,225640,measured,mimiciv.icu.chartevents,%,0.0,0.5856,11.3764,31830,adjudicated:both_agree,mimiciv_05
lymphocytes,lab,mimic-iv,225641,measured,mimiciv.icu.chartevents,%,0.7581,10.0434,74.4359,31831,adjudicated:both_agree,mimiciv_05
monocytes,lab,mimic-iv,225642,measured,mimiciv.icu.chartevents,%,0.0,4.9887,24.0732,31831,adjudicated:both_agree,mimiciv_05
neutrophils,lab,mimic-iv,225643,measured,mimiciv.icu.chartevents,%,4.2823,79.7724,95.8767,31829,adjudicated:both_agree,mimiciv_05
pco2,respiratory_bloodgas,mimic-iv,226062,measured,mimiciv.icu.chartevents,mmHg,21.8738,43.864,92.5311,28029,adjudicated:both_agree,mimiciv_05
ectopy_type_secondary,vital,mimic-iv,226479,unspecified,mimiciv.icu.chartevents,,,,,32523,adjudicated:both_agree,mimiciv_05
admission_weight,demographic,mimic-iv,226512,measured,mimiciv.icu.chartevents,kg,42.1593,79.0873,156.9247,35718,adjudicated:both_agree,mimiciv_05
sodium,lab,mimic-iv,226534,measured,mimiciv.icu.chartevents,mEq/L,112.9464,135.9555,160.1156,37556,adjudicated:both_agree,mimiciv_05
hematocrit,lab,mimic-iv,226540,measured,mimiciv.icu.chartevents,%,17.7187,29.0072,45.8429,38006,adjudicated:both_agree,mimiciv_05
troponin_t,lab,mimic-iv,227429,measured,mimiciv.icu.chartevents,ng/mL,0.01,0.0852,11.2431,30427,adjudicated:both_agree,mimiciv_05
albumin,lab,mimic-iv,227456,measured,mimiciv.icu.chartevents,g/dL,1.5537,2.9025,4.4806,35675,adjudicated:both_agree,mimiciv_05
fibrinogen,lab,mimic-iv,227468,measured,mimiciv.icu.chartevents,mg/dL,66.7578,233.0776,972.0551,31403,adjudicated:both_agree,mimiciv_05
co,vital,mimic-iv,220088,invasive,mimiciv.icu.chartevents,L/min,2.0614,4.8035,9.8942,16625,adjudicated:both_agree,mimiciv_06
tidal_volume,respiratory_bloodgas,mimic-iv,224421,measured,mimiciv.icu.chartevents,mL,149.0483,409.5303,909.2167,23048,adjudicated:both_agree,mimiciv_06
respiratory_rate,vital,mimic-iv,224422,measured,mimiciv.icu.chartevents,bpm,7.9122,20.9976,39.891,23057,adjudicated:both_agree,mimiciv_06
bands,lab,mimic-iv,225638,unspecified,mimiciv.icu.chartevents,%,0.0,2.0,35.3706,9814,adjudicated:both_agree,mimiciv_06
svo2,respiratory_bloodgas,mimic-iv,225674,unspecified,mimiciv.icu.chartevents,%,36.0343,63.6016,95.5412,22230,adjudicated:both_agree,mimiciv_06
ectopy_frequency_secondary,vital,mimic-iv,226480,unspecified,mimiciv.icu.chartevents,,,,,19262,adjudicated:both_agree,mimiciv_06
chloride,lab,mimic-iv,226536,unspecified,mimiciv.icu.chartevents,mEq/L,89.9972,106.013,121.9282,20241,adjudicated:both_agree,mimiciv_06
admission_height,demographic,mimic-iv,226707,measured,mimiciv.icu.chartevents,Inch,56.1591,67.0,75.4039,20375,adjudicated:both_agree,mimiciv_06
admission_height,demographic,mimic-iv,226730,measured,mimiciv.icu.chartevents,cm,142.5676,170.0,191.8587,20377,adjudicated:both_agree,mimiciv_06
o2_flow_additional,respiratory_bloodgas,mimic-iv,227287,unspecified,mimiciv.icu.chartevents,L/min,0.0,4.0,42.7429,20674,adjudicated:both_agree,mimiciv_06
ck_mb,lab,mimic-iv,227445,unspecified,mimiciv.icu.chartevents,ng/mL,1.0,6.0,332.3042,26491,adjudicated:both_agree,mimiciv_06
immature_granulocytes,lab,mimic-iv,229356,unspecified,mimiciv.icu.chartevents,%,0.2,0.8,4.6334,11536,adjudicated:both_agree,mimiciv_06
neutrophils_abs,lab,mimic-iv,229357,unspecified,mimiciv.icu.chartevents,K/uL,0.1943,9.4002,39.3155,17647,adjudicated:both_agree,mimiciv_06
lymphocytes_abs,lab,mimic-iv,229358,unspecified,mimiciv.icu.chartevents,K/uL,0.0544,1.1842,7.8145,17640,adjudicated:both_agree,mimiciv_06
monocytes_abs,lab,mimic-iv,229359,unspecified,mimiciv.icu.chartevents,K/uL,0.0,0.6784,3.8726,17639,adjudicated:both_agree,mimiciv_06
eosinophils_abs,lab,mimic-iv,229360,unspecified,mimiciv.icu.chartevents,K/uL,0.0,0.0611,1.8892,17701,adjudicated:both_agree,mimiciv_06
basophils_abs,lab,mimic-iv,229361,unspecified,mimiciv.icu.chartevents,K/uL,0.0,0.0202,0.2844,17640,adjudicated:both_agree,mimiciv_06
amylase,lab,mimic-iv,220581,unspecified,mimiciv.icu.chartevents,IU/L,9.3784,65.7555,985.9869,8315,adjudicated:both_agree,mimiciv_07
atypical_lymphocytes,lab,mimic-iv,225637,unspecified,mimiciv.icu.chartevents,%,0.0,0.0,5.565,8150,adjudicated:both_agree,mimiciv_07
bilirubin_direct,lab,mimic-iv,225651,unspecified,mimiciv.icu.chartevents,mg/dL,0.1,2.0726,27.7199,5820,adjudicated:both_agree,mimiciv_07
norepinephrine,medication,eicu,Norepinephrine (ml/hr),administration,eicu.infusionDrug,,0.0,13.1451,185.7254,185586,adjudicated:both_agree,eicu_00
dopamine,medication,mimic-iii,30043,administration,mimiciii.INPUTEVENTS_CV,mcgkgmin,0.0,3.9966,20.0,114956,adjudicated:both_agree,mimiciii_00
norepinephrine,medication,mimic-iii,30120,administration,mimiciii.INPUTEVENTS_CV,mcgkgmin,0.0,0.0802,0.8844,332718,adjudicated:both_agree,mimiciii_00
phenylephrine,medication,mimic-iii,30128,administration,mimiciii.INPUTEVENTS_CV,mcgkgmin,0.0,0.7304,6.1769,425838,adjudicated:both_agree,mimiciii_00
phenylephrine,medication,mimic-iv,PHENYLEPHrine,prescription,mimiciv.hosp.prescriptions,mg,6.0,50.0,240.0,19417,adjudicated:both_agree,mimiciv_00
norepinephrine,medication,mimic-iv,NORepinephrine,prescription,mimiciv.hosp.prescriptions,mg,8.0,8.0,16.0,13793,adjudicated:both_agree,mimiciv_00
phenylephrine,medication,mimic-iv,221749,administration,mimiciv.icu.inputevents,mcg/kg/min,0.102,0.8074,5.0401,106028,adjudicated:both_agree,mimiciv_01
norepinephrine,medication,mimic-iv,221906,administration,mimiciv.icu.inputevents,mcg/kg/min,0.0114,0.1,0.5577,197273,adjudicated:both_agree,mimiciv_01
vasopressin,medication,mimic-iv,222315,administration,mimiciv.icu.inputevents,units/hour,0.5977,2.4,4.3238,15564,adjudicated:both_agree,mimiciv_01
vasopressin,medication,mimic-iv,Vasopressin,prescription,mimiciv.hosp.prescriptions,UNIT,20.0,40.0,100.0,5565,adjudicated:both_agree,mimiciv_01
phenylephrine,medication,mimic-iv,Phenylephrine,prescription,mimiciv.hosp.prescriptions,mg,12.0,60.0,240.0,4419,adjudicated:both_agree,mimiciv_01
epinephrine,medication,mimic-iv,EPINEPHrine,prescription,mimiciv.hosp.prescriptions,mg,1.1925,2.0,400.0,3398,adjudicated:both_agree,mimiciv_01
carboxyhemoglobin,respiratory_bloodgas,mimic-iv,50805,measured,mimiciv.hosp.labevents,%,0.0,1.0,5.3275,776,adjudicated:both_agree,mimiciv_00
methemoglobin,respiratory_bloodgas,mimic-iv,50814,measured,mimiciv.hosp.labevents,%,0.0,0.0,11.5178,732,adjudicated:both_agree,mimiciv_00
d_dimer,lab,mimic-iv,50915,measured,mimiciv.hosp.labevents,ng/mL,205.8675,2664.2083,20036.2786,899,adjudicated:both_agree,mimiciv_00
ggt,lab,mimic-iv,50927,measured,mimiciv.hosp.labevents,IU/L,7.745,131.6934,1734.2207,1051,adjudicated:both_agree,mimiciv_00
globulin,lab,mimic-iv,50930,measured,mimiciv.hosp.labevents,g/dL,1.0467,2.4396,5.6507,1960,adjudicated:both_agree,mimiciv_00
d_dimer,lab,mimic-iv,51196,measured,mimiciv.hosp.labevents,ng/mL FEU,304.785,1959.7035,19238.7522,3077,adjudicated:both_agree,mimiciv_00
creatinine,lab,mimic-iv,52024,measured,mimiciv.hosp.labevents,mg/dL,0.4,1.3947,9.7248,1943,adjudicated:both_agree,mimiciv_00
icp,vital,mimic-iv,220765,invasive,mimiciv.icu.chartevents,mmHg,-3.8201,8.6901,32.3602,136248,adjudicated:both_agree,mimiciv_01
mbp,vital,mimic-iv,224322,invasive,mimiciv.icu.chartevents,mmHg,50.1658,79.8954,127.7458,21459,adjudicated:both_agree,mimiciv_01
temperature,vital,mimic-iv,226329,invasive,mimiciv.icu.chartevents,°C,34.7462,37.1,38.7865,88711,adjudicated:both_agree,mimiciv_01
cpp,vital,mimic-iv,227066,measured,mimiciv.icu.chartevents,mmHg,45.6218,80.5306,129.2657,101229,adjudicated:both_agree,mimiciv_01
temperature,vital,mimic-iv,227627,set,mimiciv.icu.chartevents,°C,33.0,37.0,37.3337,25587,adjudicated:both_agree,mimiciv_01
temperature_site,vital,mimic-iv,227630,unspecified,mimiciv.icu.chartevents,,,,,37189,adjudicated:adjudicated,mimiciv_01
temperature_site,vital,mimic-iv,227631,unspecified,mimiciv.icu.chartevents,,,,,34619,adjudicated:adjudicated,mimiciv_01
temperature,vital,mimic-iv,227632,measured,mimiciv.icu.chartevents,°C,32.4029,36.644,38.7343,34790,adjudicated:both_agree,mimiciv_01
temperature,vital,mimic-iv,227634,measured,mimiciv.icu.chartevents,°C,32.4113,36.6366,38.6518,32514,adjudicated:both_agree,mimiciv_01
sbp,vital,mimic-iv,224652,invasive,mimiciv.icu.chartevents,mmHg,59.9095,94.3021,158.1495,21164,adjudicated:adjudicated,mimiciv_02
dbp,vital,mimic-iv,224654,invasive,mimiciv.icu.chartevents,mmHg,26.0898,52.7522,91.6126,21126,adjudicated:adjudicated,mimiciv_02
iap,vital,mimic-iv,223763,invasive,mimiciv.icu.chartevents,mmHg,4.8578,16.9189,37.2699,4769,adjudicated:both_agree,mimiciv_03
paop,vital,mimic-iv,223771,invasive,mimiciv.icu.chartevents,mmHg,6.4768,18.0,43.3415,3643,adjudicated:both_agree,mimiciv_03
d_dimer,lab,mimic-iv,225636,measured,mimiciv.icu.chartevents,ng/mL,215.0,2097.5989,20727.912,2693,adjudicated:both_agree,mimiciv_03
crp,lab,mimic-iv,227444,measured,mimiciv.icu.chartevents,mg/L,0.7196,85.2605,299.9765,3206,adjudicated:both_agree,mimiciv_03
ventilator_mode,respiratory_bloodgas,mimic-iv,227577,noninvasive,mimiciv.icu.chartevents,,,,,5027,adjudicated:adjudicated,mimiciv_03
peep,respiratory_bloodgas,mimic-iv,227579,set,mimiciv.icu.chartevents,cmH2O,4.0,6.0,17.9241,5000,adjudicated:both_agree,mimiciv_03
o2_flow,respiratory_bloodgas,mimic-iv,227582,set,mimiciv.icu.chartevents,L/min,0.0366,6.0,36.1106,4082,adjudicated:both_agree,mimiciv_03
svo2,respiratory_bloodgas,mimic-iv,227686,invasive,mimiciv.icu.chartevents,%,32.9257,69.7119,97.0,2689,adjudicated:adjudicated,mimiciv_03
ci,vital,mimic-iv,228368,noninvasive,mimiciv.icu.chartevents,L/min/m2,1.379,2.9084,6.5007,5939,adjudicated:both_agree,mimiciv_03
co,vital,mimic-iv,228369,noninvasive,mimiciv.icu.chartevents,L/min,2.3223,5.5327,12.9332,5027,adjudicated:both_agree,mimiciv_03
sv,vital,mimic-iv,228374,noninvasive,mimiciv.icu.chartevents,mL/beat,19.3682,60.2753,150.0844,4679,adjudicated:both_agree,mimiciv_03
total_protein,lab,mimic-iv,220650,measured,mimiciv.icu.chartevents,g/dL,3.45,5.6442,8.1628,1598,adjudicated:both_agree,mimiciv_04
sbp,vital,mimic-iv,224167,noninvasive,mimiciv.icu.chartevents,mmHg,71.495,115.95,192.0267,699,adjudicated:both_agree,mimiciv_04
dbp,vital,mimic-iv,224643,noninvasive,mimiciv.icu.chartevents,mmHg,36.3833,62.0,109.4,665,adjudicated:both_agree,mimiciv_04
dbp,vital,mimic-iv,227242,noninvasive,mimiciv.icu.chartevents,mmHg,37.0,63.1641,104.75,525,adjudicated:both_agree,mimiciv_04
sbp,vital,mimic-iv,227243,noninvasive,mimiciv.icu.chartevents,mmHg,75.0,119.8824,202.62,573,adjudicated:both_agree,mimiciv_04
creatinine,lab,mimic-iv,229761,bedside,mimiciv.icu.chartevents,mg/dL,0.4172,1.4684,10.0119,1406,adjudicated:both_agree,mimiciv_04
cpp,vital,mimic-iii,92,invasive,mimiciii.CHARTEVENTS,mmHg,39.2004,80.8512,134.7352,78192,adjudicated:both_agree,mimiciii_00
ectopy_type_secondary,vital,mimic-iii,162,unspecified,mimiciii.CHARTEVENTS,,,,,7396,adjudicated:both_agree,mimiciii_00
mbp,vital,mimic-iii,224,invasive,mimiciii.CHARTEVENTS,mmHg,50.9773,79.304,122.2972,26770,adjudicated:both_agree,mimiciii_00
icp,vital,mimic-iii,226,invasive,mimiciii.CHARTEVENTS,mmHg,0.2743,9.9709,47.3814,90226,adjudicated:both_agree,mimiciii_00
svo2,respiratory_bloodgas,mimic-iii,1624,invasive,mimiciii.CHARTEVENTS,%,49.2951,75.1126,93.2833,9952,adjudicated:both_agree,mimiciii_00
mbp,vital,mimic-iii,6702,invasive,mimiciii.CHARTEVENTS,mmHg,46.9159,75.9743,126.1078,14998,adjudicated:both_agree,mimiciii_00
sbp,vital,mimic-iii,5,noninvasive,mimiciii.CHARTEVENTS,mmHg,63.16,104.0556,164.2,455,adjudicated:adjudicated,mimiciii_01
aado2,respiratory_bloodgas,mimic-iii,26,measured,mimiciii.CHARTEVENTS,mmHg,20.26,202.2219,616.0,1056,adjudicated:both_agree,mimiciii_01
peep,respiratory_bloodgas,mimic-iii,64,set,mimiciii.CHARTEVENTS,cmH2O,3.3467,7.0,20.994,1768,adjudicated:adjudicated,mimiciii_01
o2_flow,respiratory_bloodgas,mimic-iii,67,set,mimiciii.CHARTEVENTS,lpm,0.2132,5.0,15.0,1549,adjudicated:both_agree,mimiciii_01
ectopy_frequency_secondary,vital,mimic-iii,160,bedside,mimiciii.CHARTEVENTS,,,,,6368,adjudicated:both_agree,mimiciii_01
fio2,respiratory_bloodgas,mimic-iii,189,measured,mimiciii.CHARTEVENTS,torr,0.3,0.5,1.0,6454,adjudicated:both_agree,mimiciii_01
mbp,vital,mimic-iii,443,noninvasive,mimiciii.CHARTEVENTS,mmHg,48.9944,82.2486,125.72,1615,adjudicated:both_agree,mimiciii_01
peep,respiratory_bloodgas,mimic-iii,686,measured,mimiciii.CHARTEVENTS,cmH2O,0.0,12.2892,28.6376,3567,adjudicated:both_agree,mimiciii_01
svo2,respiratory_bloodgas,mimic-iii,838,invasive,mimiciii.CHARTEVENTS,%,36.9667,69.85,98.2695,1411,adjudicated:both_agree,mimiciii_01
total_protein,lab,mimic-iii,849,measured,mimiciii.CHARTEVENTS,,3.3555,5.4298,8.6725,715,adjudicated:both_agree,mimiciii_01
iap,vital,mimic-iii,1411,invasive,mimiciii.CHARTEVENTS,mmHg,5.0912,17.0,38.2802,2951,adjudicated:both_agree,mimiciii_01
d_dimer,lab,mimic-iii,1526,measured,mimiciii.CHARTEVENTS,,325.96,3069.1597,9945.3403,905,adjudicated:both_agree,mimiciii_01
total_protein,lab,mimic-iii,1539,measured,mimiciii.CHARTEVENTS,,3.4,5.5,8.984,523,adjudicated:both_agree,mimiciii_01
so2,respiratory_bloodgas,mimic-iii,220227,invasive,mimiciii.CHARTEVENTS,%,84.8575,97.0,99.0,4686,adjudicated:both_agree,mimiciii_01
ph,respiratory_bloodgas,mimic-iii,220274,measured,mimiciii.CHARTEVENTS,units,7.16,7.39,7.53,550,adjudicated:both_agree,mimiciii_01
amylase,lab,mimic-iii,220581,measured,mimiciii.CHARTEVENTS,IU/L,14.585,60.2852,1125.3403,1067,adjudicated:both_agree,mimiciii_01
ast,lab,mimic-iii,220587,measured,mimiciii.CHARTEVENTS,IU/L,12.5,56.2285,4136.2047,2140,adjudicated:both_agree,mimiciii_01
ld_ldh,lab,mimic-iii,220632,measured,mimiciii.CHARTEVENTS,IU/L,120.82,303.7582,4077.3186,1312,adjudicated:both_agree,mimiciii_01
alt,lab,mimic-iii,220644,measured,mimiciii.CHARTEVENTS,IU/L,8.0,40.8719,3083.5964,2144,adjudicated:both_agree,mimiciii_01
alkaline_phosphatase,lab,mimic-iii,225612,measured,mimiciii.CHARTEVENTS,IU/L,29.6048,86.4385,742.3137,2084,adjudicated:both_agree,mimiciii_01
ck_cpk,lab,mimic-iii,225634,measured,mimiciii.CHARTEVENTS,IU/L,13.7353,250.8527,26669.3632,1977,adjudicated:both_agree,mimiciii_01
atypical_lymphocytes,lab,mimic-iii,225637,measured,mimiciii.CHARTEVENTS,%,0.0,0.0,6.0,315,adjudicated:both_agree,mimiciii_01
bands,lab,mimic-iii,225638,measured,mimiciii.CHARTEVENTS,%,0.0,0.0,36.0,536,adjudicated:both_agree,mimiciii_01
basophils,lab,mimic-iii,225639,measured,mimiciii.CHARTEVENTS,%,0.0,0.1,1.0458,1039,adjudicated:both_agree,mimiciii_01
eosinophils,lab,mimic-iii,225640,measured,mimiciii.CHARTEVENTS,%,0.0,0.592,10.092,1039,adjudicated:both_agree,mimiciii_01
lymphocytes,lab,mimic-iii,225641,measured,mimiciii.CHARTEVENTS,%,0.6373,9.6892,36.8419,1039,adjudicated:both_agree,mimiciii_01
monocytes,lab,mimic-iii,225642,measured,mimiciii.CHARTEVENTS,%,0.0,4.0,11.211,1039,adjudicated:both_agree,mimiciii_01
neutrophils,lab,mimic-iii,225643,measured,mimiciii.CHARTEVENTS,%,50.5273,82.5713,95.8747,1039,adjudicated:both_agree,mimiciii_01
svo2,respiratory_bloodgas,mimic-iii,225674,invasive,mimiciii.CHARTEVENTS,%,38.654,63.6984,93.005,933,adjudicated:both_agree,mimiciii_01
bilirubin,unassigned,mimic-iii,225690,measured,mimiciii.CHARTEVENTS,mg/dL,0.2,1.0645,38.5502,2143,adjudicated:both_agree,mimiciii_01
sodium,lab,mimic-iii,226534,measured,mimiciii.CHARTEVENTS,mEq/L,126.0915,136.0,148.3522,1633,adjudicated:both_agree,mimiciii_01
chloride,lab,mimic-iii,226536,measured,mimiciii.CHARTEVENTS,mEq/L,90.308,106.3605,119.384,1131,adjudicated:both_agree,mimiciii_01
hematocrit,lab,mimic-iii,226540,measured,mimiciii.CHARTEVENTS,%,17.117,29.0,44.6175,1917,adjudicated:both_agree,mimiciii_01
troponin_t,lab,mimic-iii,227429,measured,mimiciii.CHARTEVENTS,ng/mL,0.01,0.0755,15.5253,1618,adjudicated:both_agree,mimiciii_01
ck_mb,lab,mimic-iii,227445,measured,mimiciii.CHARTEVENTS,ng/mL,2.0,10.0,361.9126,1320,adjudicated:both_agree,mimiciii_01
albumin,lab,mimic-iii,227456,measured,mimiciii.CHARTEVENTS,g/dL,1.5267,2.8103,4.4,1700,adjudicated:both_agree,mimiciii_01
potassium,lab,mimic-iii,227464,measured,mimiciii.CHARTEVENTS,mEq/L,2.8907,4.076,6.3274,6109,adjudicated:both_agree,mimiciii_01
fibrinogen,lab,mimic-iii,227468,measured,mimiciii.CHARTEVENTS,mg/dL,76.195,227.2692,934.5901,842,adjudicated:both_agree,mimiciii_01
carboxyhemoglobin,respiratory_bloodgas,mimic-iii,50805,measured,mimiciii.LABEVENTS,%,0.0,1.0,7.0,819,adjudicated:both_agree,mimiciii_02
methemoglobin,respiratory_bloodgas,mimic-iii,50814,measured,mimiciii.LABEVENTS,%,0.0,0.6,34.0,852,adjudicated:both_agree,mimiciii_02
crp,lab,eicu,CRP,unspecified,eicu.lab,mg/dL,0.1516,10.2095,2558.3111,8833,adjudicated:both_agree,eicu_00
respiratory_rate,vital,eicu,Spontaneous Rate,measured,eicu.lab,/min,0.0,19.0157,49.9063,7862,adjudicated:both_agree,eicu_00
mbp,vital,eicu,Other Vital Signs and Infusions|MAP (mmHg)|Value,unspecified,eicu.nurseCharting,,53.3152,85.9089,137.8494,491447,adjudicated:both_agree,eicu_00
mbp,vital,eicu,Other Vital Signs and Infusions|Arterial Line MAP (mmHg)|Value,invasive,eicu.nurseCharting,,48.6859,77.3463,128.2318,429465,adjudicated:both_agree,eicu_00
sedation_score,vital,eicu,Other Vital Signs and Infusions|RASS|Value,bedside,eicu.nurseCharting,,-5.0,0.0,2.0,271697,adjudicated:both_agree,eicu_00
spo2,vital,eicu,Other Vital Signs and Infusions|SpO2|Value,noninvasive,eicu.nurseCharting,,86.3041,98.0,100.0,214678,adjudicated:both_agree,eicu_00
gcs,unassigned,eicu,Other Vital Signs and Infusions|Score (Glasgow Coma Scale)|Value,bedside,eicu.nurseCharting,,3.0,14.0,15.0,205976,adjudicated:both_agree,eicu_00
padiastolic,vital,eicu,Invasive|PA|PA Diastolic,invasive,eicu.nurseCharting,,4.861,18.3247,40.8265,193676,adjudicated:both_agree,eicu_00
pasystolic,vital,eicu,Invasive|PA|PA Systolic,invasive,eicu.nurseCharting,,16.9874,35.9962,80.6672,193531,adjudicated:both_agree,eicu_00
pamean,vital,eicu,Invasive|PA|PA Mean,invasive,eicu.nurseCharting,,10.4209,25.2298,52.4693,181703,adjudicated:both_agree,eicu_00
etco2,vital,eicu,Vital Signs|End Tidal CO2|End Tidal CO2,measured,eicu.nurseCharting,,1.6121,31.0692,57.1741,158788,adjudicated:both_agree,eicu_00
ci,vital,eicu,Invasive|CI|CI,invasive,eicu.nurseCharting,,1.2607,2.5157,5.1168,143771,adjudicated:both_agree,eicu_00
sedation_score,vital,eicu,Other Vital Signs and Infusions|SEDATION SCORE|Value,bedside,eicu.nurseCharting,,-5.0,-1.0,2.0,129960,adjudicated:both_agree,eicu_00
svr,vital,eicu,Invasive|SVR|SVR,invasive,eicu.nurseCharting,,383.5343,999.7765,2565.4657,77829,adjudicated:both_agree,eicu_00
co,vital,eicu,Invasive|CO|CO,invasive,eicu.nurseCharting,,2.2027,5.0405,11.6272,75050,adjudicated:both_agree,eicu_00
svo2,respiratory_bloodgas,eicu,SVO2|SVO2|SVO2,invasive,eicu.nurseCharting,,32.3948,64.8495,90.7613,61493,adjudicated:both_agree,eicu_00
pamean,vital,eicu,Vital Signs|PA|PA Mean,invasive,eicu.nurseCharting,,10.553,24.6988,51.8894,26828,adjudicated:both_agree,eicu_00
padiastolic,vital,eicu,Vital Signs|PA|PA Diastolic,invasive,eicu.nurseCharting,,5.6858,18.0,39.455,26675,adjudicated:both_agree,eicu_00
pasystolic,vital,eicu,Vital Signs|PA|PA Systolic,invasive,eicu.nurseCharting,,16.3962,34.9577,80.1377,26640,adjudicated:both_agree,eicu_00
sv,vital,eicu,Vital Signs|SV|SV,unspecified,eicu.nurseCharting,,27.0354,61.5026,128.9792,12148,adjudicated:both_agree,eicu_00
o2_device,respiratory_bloodgas,eicu,respFlowCareData|O2 Device,unspecified,eicu.respiratoryCharting,,,,,376970,adjudicated:both_agree,eicu_00
fio2,respiratory_bloodgas,eicu,respFlowCareData|FIO2 (%),set,eicu.respiratoryCharting,,22.0312,40.0,100.0,115003,adjudicated:both_agree,eicu_00
peep,respiratory_bloodgas,eicu,respFlowSettings|PEEP/CPAP,set,eicu.respiratoryCharting,,4.9603,5.0,15.2509,104183,adjudicated:both_agree,eicu_00
tidal_volume,respiratory_bloodgas,eicu,respFlowCareData|Tidal Volume Observed (VT),measured,eicu.respiratoryCharting,,223.7028,450.1936,841.4172,41623,adjudicated:both_agree,eicu_00
peep,respiratory_bloodgas,eicu,respFlowSettings|CPAP,set,eicu.respiratoryCharting,,3.4691,5.0,15.9747,20181,adjudicated:adjudicated,eicu_00
svr,vital,eicu,svr,unspecified,eicu.vitalAperiodic,,375.0269,980.0439,2312.2227,1334428,adjudicated:both_agree,eicu_00
