db,src_table,field_name,reason
mimic-iii,D_ITEMS:Free Form Intake,3%CITRATE DEXTROSECF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CVVHD NS line flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,lactulose,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15mm k phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,kcl 10 meq/100 ml  0,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,citrate infusion,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,antithymocyteglobuli,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS RESCUE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Farr 5 IV,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Farr 5 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Farr7,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ngt meds,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,plasma pheresis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,free h2o bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,kayexolate PR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nesiritide,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,frfee water boluses,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,K-Acetate 40mEq/250,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,glucagon,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CT prep,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CO output,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,phenobarbital,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TOTAL IN ON PAPER CT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,H20 BOLUS VIA NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,30mmolNaPhos/NS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,soap suds enema,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,potassium 40/500,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,TPND9.5,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PG  Special Care 28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sodium Barcarb,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,K PHOSPHATE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,replete/fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Gentamycin Irrigatin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Gentamicin to CT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nutren renal fs,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SimSC28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Replete with Fiber.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ssc 26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS CT IRRIGANT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CT warming fluid,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W WITH BICARB,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PROSOBEE 24 by conc,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS WITH K-PHOS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IVF from floor,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Imp with fiber 1/2st,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Water NG flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2str Impt with Fib,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,500cc NS w/40meq kcl,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Enfamil 30cals/ounce,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Enfamil 30 cal NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,chemo ara-c,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,protonix80mg/250ccNS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CHEMO:Alb w/ Sargram,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CHEMO:Cytarabine,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,EW IV intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NA PHOS 30 MMO;,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,intake angio,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,FFP ON FARR 2,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Jtube flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PD in,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,crystalloid- ed,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ca gluconate 10%,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,k phos 30 mmol,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,BM g-tube,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,phoresis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ED FLUID INTAKE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,pharesis fluids,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,impact 2/3 strength,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,peritoneal dialysis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ampho,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nephrost tube flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,plasmaphersis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,BLADDER PRESSURE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15mmol Na+ Phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,JT in,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,plasmapharesis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,barycat,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Prom w/Fib 1/2 str,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pheresis Intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,N/S WITH 40MEQ OF KL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,3/4 promote/fiber/tf,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,2/3PROMOTE/FIBER,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ultrafiltrate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W 500ml bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,N/s 500 ml bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D10w Bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,.45%NS FLUSH,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IV D6W,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,BMFSPO + HMF + MCT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Hep Flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,GT Pedialyte,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Enfamil AR 24 GT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,BMFSNG + 2 HMF,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ALIMENTUM 24CAL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Neosure 22 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D-10 Bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Similac 60/40,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PN-D11.5 with heparn,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,crystalloid/dialysis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cyclosporin iv drip,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Solumedrol mg/kg/min,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ns with 2 amps bicab,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pregesimil FS PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pregestilmil FS NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,golytle prep,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,tube fgs on floor,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W 150meq Sod Bicar,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,cagluc (40gm/l),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,bupivacaine.1% r axi,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W & 40Gm CaGluc,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IMPACT WITHOUT FIBER,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,OR INPUT CRYSTALLOID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS bladder pressure,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,k phos 15 mm,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ANGIO CRYSTTALOID,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,JT flush,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS 40K 500CC,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS/10MG XIGRIS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Similac 24 cals/oz,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-24,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-24(NG),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,barium prep,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-26 w/promod,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-26 w/promod (PG),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-26 w/promod(PO),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim-26 w/promod (PO),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,CITRATE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1:1 U/O REPLETION,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,outside hsp,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,0.5:1 U/O REPLETION,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1:1 NS Repletion.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W 100MEQ BICARB,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,.5:1 NS REPLETION,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,HYDROCHLORIDE ACID G,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,KPhos 15mmol/250D5W,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC32,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Mucamyst iv.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ERCP IV intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Jevity (TF),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5NS 40K,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,D5W 15mM Phos/22MEQK,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Angiography Intake,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,replete with fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NUTREN PUL 2/3st mvi,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Glucagon 25mg/250,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,H20+7.7meqNaAcetate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Liquid SSC28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ED cryst,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sodium Phosphate30mm,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,40meq KCL,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,LACTULOSE PR,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 30,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC30,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Amiodorone,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NS with 30mm Na Phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Replete w/ fiber,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC30FeNG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Free H20 cont G-tube,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,10% Dextran 40,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PD 2.5% Dextrose,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IVF Farr 10,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PO Farr 10,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,sodium phos 15mmol,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,26 cal po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pedialyte,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 30 PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 30 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 28 ng,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nutren,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SW with Na acetate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC26 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC28po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC34+BP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC28 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC26 PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC28 NGT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 26 NGT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ns w/15mm of na.phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,sod.phos. 15mmol/250,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC28 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC30 PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC30pg,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC30 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC30PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC26 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC26 pg,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 28 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Versed 20mg/50ml D5,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Ca,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,500cc ns bolus,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Mucamyst.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nutramigen 22 PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nutramigen 22 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,nutran tube feed,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ssc26 ng,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,plueral tap,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Peptamen VHP,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,amphotercin 25mg,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC 28 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"SC 26 Liquid, NG","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"SC 26 Liquid, PO","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,3/4 str nutrin,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,7.7meqNaacetate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Similac SC 26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Fleet Enema,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"SC28 liquid, NG","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"SC28 liquid,PO","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"SC28 liquid, PO","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Drain 1 flush L side,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC26liq,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Midazolam(Versed),"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC28liq ng,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC 26 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IR Lactated ringers,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Neosure 26 cal,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sodium Phos 30mmol,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Special Care 28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NaAcetate via UAC,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,replete full strengh,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,KETAMINE 200mgm 50ML,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC28NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Special Care 26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,LACTULOSE/Kayexalate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SSC 26 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nutren 3/4str,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Ketamine 100mg/50ml,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC 28 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim SC26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim SC28 NG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Sim SC28 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Calcium w/ pheresis,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Nutramigen28w/RC PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Replete w/fiber FS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC26 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SC26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Neosure 26,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,SimSC30,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,VICU IN,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PE32 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PE26 ng,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,N/S +15 MMOL Na phos,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,BM28 4Enf Powd 4 MCT,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,E28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PE30 w beneprotein,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,N/S +30MMOL KPO4,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IV PLASMOLYTE,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,"PE32,NG","自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PE28 ng,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IV Plasmalyte,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,.5BM/.5Neocate 24 PG,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,.5BM/.5Neocate 24 PO,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,enfacare 22 pg,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,enfacare 22 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,Pe28 cals/oz,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,2/3 str Impact with.,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,1/2 str Imp with Ben,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,T3,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,naAcetate7.7mEq,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PO PE28,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PE26 cal,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,enfacare 26 po,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,IV Rabbit,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,PND13.5,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,NJ tube,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,15.4meq NaAcetate,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,ER in NS,"自由文本入量描述, 目标概念库外"
mimic-iii,D_ITEMS:Free Form Intake,er in prbc,"自由文本入量描述, 目标概念库外"
